"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"IBRD only","IBD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","48518536595.6517","47950378088.6808","48172879528.245","49998593416.9668","52307389665.829","54744858113.8985","62155977182.4355","73403241415.2777","81594809126.3638","95736845879.9005","102962183437.581","121514153560.455","133658082840.312","158352873876.409","185740918177.131","208774532706.555","265646496868.696","254320794877.299","251770488854.28","282175621229.704","290455832622.11","314831573238.847","303495434450.067","393366709462.148","452988072596.61","527329967284.865","654555434168.306","773398205543.459","678161540009.18","746482385620.997","924806536870.648","961753409588.616","1011782039831.37","1107704960116.94","1071367573250.72","",
"IDA & IBRD total","IBT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","55749821596.8293","54795327217.2288","54480798735.4485","56376559433.479","59320738945.9296","61573799801.3906","69733258470.8369","81425427572.3575","90954638143.5146","106727063220.852","114295917364.726","134214057607.877","147958671711.342","173357793442.949","202813761578.867","227126830712.828","286186706525.86","275545981099.747","273651004082.212","305034961249.552","314264197998.925","340483067654.288","330927002486.905","426827509107.313","488513334108.257","568654597573.137","703978344699.802","831090468108.648","732512923526.219","811464271868.469","1002957841214.4","1046029926279.68","1102631500817.72","1203495815333.58","1171421222628.63","",
"IDA total","IDA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","6465093701.1168","7741230488.90577","7835154720.25833","7405154552.49795","6769818311.58886","6827386261.71006","7542355704.94938","7287880524.25284","8067167317.94402","8436511739.76541","9898822178.23457","11624068754.0009","11928625005.9978","13282995554.442","14992087213.5716","15480105004.8398","17469485549.2995","18537310105.0973","20400963182.1508","21299304383.3252","22072281740.4711","22843295350.9069","23829829451.4482","25653798800.6753","27834264327.5646","33681928722.3191","35389146695.6704","41163620615.3417","49071792675.5943","57210930194.9214","54201072217.4079","65162408819.1085","77902960954.3039","84598687513.0306","91702470722.2481","95535817435.2948","","",
"IDA blend","IDB","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7834835175.00209","8448049268.00533","8587546612.20203","8448933736.71455","9961882051.51198","10689274320.9248","12044725669.8277","13533576030.6994","15380632713.402","14293788463.9535","16668320301.1062","17687393697.8596","20749153838.2901","18218551670.4224","22519335779.0292","26444291660.9599","27615039290.0075","30447893244.0639","31492024264.2699","33559173683.7216","",
"Indonesia","IDN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","449000000","504000000","546000000","570000000","844000000","844000000","1065000000","1369000000","1875000000","2488000000","2822000000","3391000000","3878000000","4680000000","5342000000","6462000000","6792000000","4340000000","4452392000","5060708660","5361453700","6519008950","5143235558.54","12438718769.0249","12642026733.0715","8721936675.0714","10550814107.6458","13330257033.3235","11518551710.6537","16115396967.773","21315721938.5111","23069563555.2833","22333843674.4623","22919575622.2924","21596627698.7037","",
"IDA only","IDX","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","2331290810.34823","2564734079.99478","3046648837.19001","3743723152.80271","4058697504.28517","3902614171.04143","3426385327.50775","3477148560.25243","3989128340.08005","3870561635.07198","4435599086.60127","4590273469.33486","5233548168.59534","5826040819.09805","5863926931.30714","6655040302.28238","7978760131.68271","9210865794.30096","10374062402.7338","10680594050.7562","11961084386.3317","12762722992.6101","13759665204.6075","12790799364.47","12987527386.9529","13340010382.6055","13921708785.4028","18018533032.9218","21071711946.7428","24465825792.9529","31449617723.4174","36534433854.6964","36039330160.713","42708791803.9768","51646142220.6568","57438324451.7501","61588864653.3004","64449326924.9537","","",
"Isle of Man","IMN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","719431435.740186","954399067.058728","1234259451.16833","1496041251.76353","1989156895.16314","2861008078.80098","2635210102.84554","2828422272.45472","3166884007.5277","3127603094.49087","3274386966.81266","3135796918.53313","3265849101.93437","3718831246.98325","4092077280.87531","4609502443.27595","4905450697.87768","4893301119.16014","5034394494.50349","6031261038.86919","6763272430.07675","7179007359.62704","8925527196.38297","11066917255.9623","14005992417.7527","16031394225.6863","16799112201.5705","19125314434.8821","23632701560.2379","37747867268.5402","51850802483.4048","69165839662.6303","86235067782.9634","105668590831.967","92484320177.1187","116583081982.721","137935254028.866","145029213187.996","148702915003.599","156614386265.659","155717122914.28","",
"Not classified","INX","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54462793177.072","65024423437.2316","81122664219.0784","89061261695.0422","83959642663.544","89095707860.6563","103673318870.65","106650522861.075","117999809399.821","133027673053.466","134328157590.7","",
"Iran, Islamic Rep.","IRN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","2651000000","3699000000","3104000000","1580000000","731000000","556000000","509000000","478000000","433000000","333000000","217000000","188000000","209000000","321000000","343000000","484000000","457000000","1048000000","410000000","533000000","743000000","1018000000","1380000000","977000000","1357000000","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","347500000","353300000","839200000","1249000000","1730000000","2199100000","2159000000","2657000000","","","","",
"Iceland","ISL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","137200000","165900000","206300000","237600000","203700000","225300000","245100000","244500000","250700000","310500000","331000000","400300000","395800000","372100000","438402817.821663","455483429.828322","458693143.852899","502961134.217625","531417247.447431","65.7208975940777","991.694615050063","1913.29621079954","3028513.59191925","36398391.7449063","53982167.1872244","95532027.5975934","98596984.9125772","105034178.912784","123340625.80832","191467904.683726","330590427.412051","734451673.280038","582758497.536816","437238080.330999","611198731.483905","651626535.455715","572812095.779683","3977379284.45519","4257703452.51576","4336569323.56193","",
"Israel","ISR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","89000000","113000000","","","","244000000","276000000","286000000","392000000","422000000","468000000","668000000","700000000","829000000","1114000000","1102000000","1317000000","1584000000","1934000000","2299000000","2707000000","2710100000","2633700000","2739400000","2814600000","3155300000","3121400000","3789500000","4113000000","4334200000","4545500000","4646600000","5780100000","5939800000","6548500000","7905800000","8282000000","9121400000","10018700000","12213000000","15619300000","12471900000","11642100000","13056800000","20619100000","16831200000","19020400000","21372300000","25008600000","22516000000","25350900000","29423700000","31775900000","34879000000","35611200000","35586700000","",
"Italy","ITA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","3718399996.2816","4072271905.75223","4825055308.77108","5645452328.09207","5980070103.39678","7156605312.03923","7131489854.69551","9416693009.01942","11850629333.2148","15239947702.5601","17339950737.3368","15157601912.042","15932658243.9633","16619865060.4691","16688402268.185","18207121879.9264","21876683316.2277","27137766083.9296","27113567994.3767","28710377436.0316","45146496902.0173","41787570051.7127","53039648400.9055","48384378867.8629","50503310610.8809","56481276358.0559","60069524431.5","61394246348.256","62860814885.7108","58195063743.7559","56144961984.4401","57002763552.3921","60049446153.024","70947222575.0657","83217924418.4767","88578501924.8942","98561507421.7956","111602680022.106","114702796001.174","95994360386.1869","99488936189.2674","109374983251.065","106856204507.297","111008356462.979","113145365051.228","97344404050.5772","",
"Jamaica","JAM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","222600000","205200000","269600000","330600000","375100000","405300000","465100000","520100000","545300000","563600000","707200000","795300000","746100000","828900000","975500000","950100000","1060200000","1211090000","1452000000","1567600000","1574200000","1671800000","1742900000","1949200000","1988100000","1867300000","1880930000","2102900000","2262493157.62138","2295552596.01342","2613476115.12971","2669560398.78671","2762866277.57781","2615518383.0106","2600439112.66217","2587423274.85209","2722684321.46356","2722077181.97436","2920804750.1801","3025847499.01042","",
"Jordan","JOR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","61039932.6357431","90087110.2313077","91899304.3136767","207947883.386417","327124856.65081","431600823.797372","530964771.425859","690069380.219316","974228662.288609","1125341262.19427","1082750326.89478","1102439657.05481","1110587763.20302","1159351960.75209","1051102605.78919","1279824535.25193","1408338038.34449","1221281641.44429","1430016249.72358","1332504017.38183","1434796381.37242","1559664594.03786","1543220071.60667","1689307602.72231","1830183356.84062","1716502115.65585","1809873060.64881","1688575458.3921","1601692524.68265","1396361357.58893","1742736583.50622","1716643159.37941","2051622002.82088","2239069111.42454","2850211565.58534","3436108231.68972","4353184738.98583","4196619718.30986","5220563380.28169","5250000000.00001","6029859154.92958","6034225352.11267","6596760563.38028","5915633802.8169","",
"Japan","JPN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66870911035.0552","68528084777.1092","62054342805.2375","60470384812.465","68487248766.1837","63869496123.9274","65140600157.2785","76146293529.6288","95131548909.832","99626361969.0318","107187188742.595","119522241999.253","138725165871.508","118494313701.466","131971330790.85","137758074587.976","133871789181.335","132819637583.274","159331288650.177","158215778761.287","",
"Kazakhstan","KAZ","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535100000","674400000","841900000","904300000","932500000","906520886.977044","1098041587.10549","1371517189.22551","1536770112.2799","1824216021.03632","2000677968.07865","2584436781.61647","3254074909.27375","3987950928.96251","3822535690.93675","3900254203.00253","4077887561.84706","4605639509.00151","5083673800.61499","6359325528.35626","6149068850.04199","",
"Kenya","KEN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","255883226.133573","288987462.299365","320422945.435615","395633114.378978","432089152.223303","520606790.666759","396463184.423247","400830409.29782","362543211.349964","386225078.282231","413884597.951104","468514793.11391","546294603.44921","592772903.74202","624864300.829264","773649597.130234","739373948.785557","757461161.608066","960099324.769192","1158678225.03704","1186868964.48744","1168435888.84622","1657536818.8267","1909016305.34715","2069042199.29363","731035707.139763","826654017.231679","775125566.326424","878837947.594829","1229574637.991","1525401932.95624","1986533719.95645","2417637851.45762","2530984033.97526","2197916705.0748","3016237617.75967","3325503506.75975","3879979464.45683","4041614147.61247","4027047727.91165","","",
"Kyrgyz Republic","KGZ","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8685000","32667000","39152000","31490000","40100000","58025947.06","60309356.72","57176588.5782","75867192.3104","120104640","137012253.993134","192532726.571774","233544023.759534","351404746.773134","654046292.993134","794867721.659781","627901045.8","585531325","846074252","971837550.5","1043151836.7","893815184.925","836201258","",
"Cambodia","KHM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49700000","58500000","45000000","103200000","152000000","149600000","173244748.365378","289088230.3652","422612056.816134","517347950.722444","596463053.992156","541177339.073362","787728407.014197","1063519874.53069","1271905885.34065","1395796175.71712","1494854040.35436","1746438777.23473","1917264642.06409","2602667173.10693","3054342988.28068","3354070627.04188","3713475288.56788","","",
"Kiribati","KIR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","2213178.45554218","3525214.89296094","4871212.32631363","4320073.6048846","4117061.484242","3362821.89419554","4556200.00228935","5170543.83267044","4367796.77631671","5387104.54524739","5990842.93015691","7502400.362201","12392543.4937979","13604099.9328021","14437357.1972582","17449084.5981328","","","","","","","","","","","","8054624.98998759","10058564.4401794","11747179.2282421","10681258.3262458","11486834.6437491","12881145.3853352","11695392.6782665","11495111.5641097","11105149.5119381","","",
"St. Kitts and Nevis","KNA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","8100000","10000000","13200000","13000000","20318518.5185185","22800000","31240740.7407407","39962962.962963","46270370.3703703","49685185.1851852","53766666.6666666","68085185.1851852","79370370.3703704","82600000","91700000","79951851.8518518","87255555.5555555","92929629.6296296","97948148.1481484","98096296.2962963","95062962.9629629","93671481.4814815","86032800","103809651.851851","131110822.222222","158438372.222222","171761705.185186","167823572.962963","155331242.592592","126406379.62963","129093045.925925","136720657.407408","136809194.444445","144566830","","","",
"Korea, Rep.","KOR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","1315000000","2527000000","3749000000","3960000000","4858400000","5959500000","6958000000","6623100000","6687400000","5675400000","6029300000","8095900000","8885700000","9350800000","10335000000","10900800000","11562100000","13649900000","17526600000","23809600000","24285600000","27489600000","26780900000","27556800000","31879700000","29934000000","30085800000","34698100000","44088600000","49312100000","55703200000","70030400000","90126900000","71637500000","82243500000","89705600000","102298200000","102530800000","110960800000","96843500000","",
"Kosovo","KSV","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203433206.285007","226305294.618968","284166472.042279","370543781.83664","488508564.83316","559941152.209582","620850588.092009","821270696.294051","763431454.364162","778781667.032334","969020292.629387","844493845.625669","",
"Kuwait","KWT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","496496369.358232","581420372.051193","586252383.696085","654419927.284567","1128937376.70634","1098789639.80278","1259033239.16741","791911392.034036","679299660.393512","705933416.5842","944295697.814374","846539968.858838","814603289.095354","942553513.654929","1123291766.8103","1053890554.85258","756326999.999999","1268660449.16946","1027038953.93101","1189071396.37723","1124149981.99085","1234767622.82317","1506516416.98245","1500218338.86323","1298557669.14428","1570978036.24486","1400801047.77484","1372755629.95836","1763354645.11472","2516118086.18935","3840410958.90411","7495445224.70784","9104408577.16496","11362439306.0702","10890936912.4402","8429203909.94612","9502707023.86109","8249937524.44634","5594076751.91833","5684118149.44785","5466061203.16387","",
"Latin America & Caribbean (excluding high income)","LAC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","9455657480.67002","10706270379.1857","12934413443.6793","13838545380.4173","14948773504.5627","14014218212.586","13507116797.8647","14605462700.228","15341855794.8076","15456197504.9027","17519543428.8311","19826581834.7817","22980242205.9951","26202023324.2831","27388318897.1002","30904099846.4603","33819131185.5702","37756703210.5758","38909874073.3355","41418238575.4743","46987617941.3929","42393011840.9581","43617719899.4441","47748609883.2382","46451944549.22","45457619559.4196","49195928814.3568","55672065291.1164","65236742682.0044","73672440868.1385","86146092618.7615","98477556377.8611","90529396625.9792","98327946929.8771","111220986812.605","118251236509.325","125229749638.099","130927314211.394","129662041641.79","",
"Lao PDR","LAO","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","7600000","10600000","12200000","13200000","6900000","10300000","10700000","19400000","-6200000","81700000","81200000","82400000","73800000","204700000","264300000","193200000","133600000","140571394.77","152179225.245","110606769.065512","159567144.409756","184458942.715183","202668439.69077","255331932.420325","359425278.508997","373962022.677078","488793902.830797","525587790.336672","552938876.938674","761046616.151335","753742750.020653","798163411.516664","",
"Lebanon","LBN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4461046833.65406","9474431523.15791","9714600331.86431","10845438839.0921","11657129749.4821","12747725748.9257","17619813692.6208","16895266900.9626","15971930582.3473","19621222341.354","14992392741.5376","15426149577.8621","14689227436.7172","15583970983.7352","",
"Liberia","LBR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","366073.764623944","282092.136269039","247638.134892668","338079.888505643","454362.143150895","411294.64119051","316546.137328864","837662.907625362","699846.902257695","","","","","","","","","","","","","","","","","68216307.206405","81095868.64775","143219219.41057","155602649.162373","181760043.467141","142485832.015093","39786478.881424","365444173.395073","155000309.937626","177261294.559505","71130271.889913","60877940.037292","",
"Libya","LBY","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","97956095.7333567","117885094.520489","117209535.239569","136800869.907612","135449292.6843","133759833.995129","124639845.271542","121599848.840039","62826588.4824676","82119038.3470623","76086937.8293534","87484104.5056443","79772589.7483779","82986910.1564859","72668123.3877791","67837941.6258565","30883442.0038206","22964207.8928602","19849576.8312839","16483525.193218","16707672.237929","31224974.7399846","50020399.6341623","119000000","134000000","275000000","329000000","351000000","419000000","385000000","108500000","207700000","385000000","410100000","40200000","152200000","179900000","","","",
"St. Lucia","LCA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","12498705.2250042","17800000","27700000","33800000","40500000","38500000","44700000","54200000","64000000","69500000","81740740.7407408","97074074.074074","115555555.555555","134322222.222222","149333333.333334","170870370.370371","191270370.37037","203051851.851852","236655555.555556","264077777.777778","265733333.333334","287244444.444444","318229629.62963","307400000","322659259.259259","272151851.851851","248437162.962963","316873040.74074","366453785.185185","434452788.148148","341791728.148149","354096257.037037","361551493.703704","350308577.407407","367676840.74074","378206626.666666","388712614.074074","406004309.62963","","","",
"Latin America & Caribbean","LCN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","9441472178.98264","11926842502.4019","13477333144.222","16881222773.4006","18793881174.1848","19980985649.5909","18537141241.0884","17726957587.5641","19061389439.6135","20239419128.6262","20966777721.1682","23327216890.5175","26109067186.861","30518168692.1249","34568757434.7876","36279655953.2511","40871202144.4997","44577059016.7553","49782690990.7475","51586468148.2564","55076934352.4409","61756791061.6459","56852803747.8142","58428395798.2053","64007676747.7394","62585776376.0003","60992533064.6757","66483691675.7048","75120501452.0071","87723943161.5538","97812884008.085","113779451095.696","130015548081.416","118044339403.76","130312496930.052","154772998034.028","162476380966.243","170734446118.621","175986757437.609","172527326746.807","",
"Least developed countries: UN classification","LDC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3492050089.99353","3783218793.83358","4291423668.36361","4885364986.51107","5833647727.61462","6237737677.29005","6752194647.24816","6471614568.67314","7010741734.54508","7471454656.61553","7180571377.63539","7600769164.91459","8034380620.35334","9867350030.7789","11513154647.1835","15369740522.2933","17276336073.7073","21007243588.0355","21175491382.3548","23834572337.1187","29423808556.1552","31752998475.546","36631868433.9081","39377851474.8998","","",
"Low income","LIC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","1020364924.60178","1241647128.99117","1568639485.0868","1916577564.58959","2036221443.21844","1852626189.53032","1742860742.78233","1779712834.18903","2224722404.32774","2093495655.80965","2487977079.24197","2532650685.43626","2721673079.32241","3097840851.57828","3030548366.7789","3142511838.22508","3536257132.82569","4101494124.84711","4951026941.61795","5532714600.11687","5779474214.69083","5149811948.00056","5399579495.78201","5366852005.91771","5872927743.5795","5973613772.71737","6806972366.14834","8466651652.32562","9146792917.41191","10498902737.9089","13608291923.8418","17288510549.7767","17066069120.3227","18570002398.7215","24052348958.9359","23812799042.3238","25239745391.2059","25392014663.5164","","",
"Liechtenstein","LIE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","67074185.9622","66571564.439","87631211.119","97471855.5592","145231969.395","223306548.5343","269170872.146","277434533.3806","281804524.7706","264217681.8487","233936289.8965","291426912.0744","307577946.3977","315960481.3568","323808220.5363","425005907.6767","523550659.596","602432114.0578","619120759.4307","729059542.1244","799889506.6648","741220485.4386","850306534.7753","891519486.2474","939541601.9607","915138236.1867","1333930000","1247230000","1389200000","1506280000","1518740760","1603700000","1754700000","1981400000","1873500000","2453540000","3061890000","3773213006.45533","4656645472.56224","5573777098.75888","6365963005.17237","",
"Lower middle income","LMC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","8210144783.05665","9902682940.46174","12125994453.456","15260595371.9967","15283102683.5709","15707771793.4511","15965698289.2548","15594418143.5453","17228540019.8552","17872459916.0072","19212452120.4127","22557171042.9152","23957278115.4745","29092332177.2377","31700208429.5935","37381501688.0925","39372902842.382","45154959662.235","51868173248.3259","61373173205.9104","67419410587.1623","59335292932.1685","62713551290.7265","67628119505.8681","68837202417.6092","76006026573.461","84663546248.1198","119675999032.847","141571867449.531","168083706914.133","205030166259.047","244205683089.12","218330744253.818","267139878380.314","301637401735.711","321939930649.918","328931188304.704","339434728523.199","339032765453.482","",
"Low & middle income","LMY","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","50910173962.6142","50534367395.1858","50430056057.0112","52213788556.361","54930524756.2484","56782651800.6974","64712077694.1658","75966946749.8522","83982701289.6433","99172790790.2077","105578955463.511","123531641821.884","137498289805.761","159172205659.675","184535487202.84","208413103589.672","267352114660.647","254785428345.899","255948217210.086","284261110906.802","293177927661.588","318697593478.813","303912186467.47","393587062750.2","450443329508.875","524514230014.593","647093497706.375","762703390605.15","676751374582.226","749693199579.433","926551627623.156","970931649050.365","1023092392539.88","1120246074704.95","1095008434191.51","",
"Lesotho","LSO","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","9465756.03821077","9429999.9918","11384999.9901","13684999.9881","14845207.2085421","21699111.3650359","23361069.067734","21440099.9604998","22726864.7389658","19162496.550507","14313437.3600232","15732830.3636627","21719935.0887701","26356173.8566418","27200967.4827589","34013500.7225935","33695370.48745","33086534.7446719","28860859.9350452","29533599.7123344","30095738.3824317","34395361.407866","78827407.4184938","46348270.7502934","36564349.7094315","19970378.8982337","17302099.8670442","14967054.4765491","23444738.8123846","30466609.2331591","29639537.2128387","34764509.9876923","38554266.0204322","44670002.1098202","35694260.7648306","41825117.437535","41371267.6855422","37038329.6777053","29150129.380079","26599017.1180617","42818625.3035664","",
"Late-demographic dividend","LTE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95334692543.1517","117971851111.823","143160935963.375","158641823274.283","212502366461.912","215166815518.763","219390831487.733","245782511611.351","266070063744.304","294094006132.133","260429761332.732","324367700445.828","364853660479.331","436035957830.434","552095790943.014","645911819548.209","564921224479.41","591731180280.01","754438358294.649","779238072954.131","835394738396.359","941864204099.27","914869739065.199","",
"Lithuania","LTU","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197800800.601514","321931648.555357","482185000","786127500","1220075000","1339775000","1319787500","1321045000","1413150000","1738401483.9135","2293729958.87262","2751507388.08523","3009753900.74151","3589897234.33982","4198291546.87623","5009017090.7186","4042831574.02323","4469205387.37421","5567547733.30844","6095279083.42568","7103529035.95198","7700052553.00789","6595005311.1866","",
"Luxembourg","LUX","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16909712274.987","20089446471.3423","19734611195.9572","21126938663.6902","26231479312.2884","34407108391.7572","40142340929.8474","49794296817.1093","63260288548.7338","67673955463.0493","57096055727.4429","62071162017.0887","72202009988.0632","75062323371.6428","87313824779.1916","100037622722.169","95103727901.1352","",
"Latvia","LVA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289830237","528730000","651316000","717672000","1180856000","1136241000","1207000000","1171600000","1022189820.03106","1081281928.43928","1188288401.2031","1701989103.75493","2023571060.31527","2467619787.63554","3034104526.68455","4374502446.85632","5326574070.03488","4354719307.97311","4006889611.62018","4791920239.88371","4801392387.22325","5141829419.40358","5064009217.947","4437263289.11184","",
"Macao SAR, China","MAC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4519275278.9409","5077090847.85751","7274370036.46765","7786942110.91725","9125657658.15114","12003448212.1218","14710736927.936","15914066394.1883","23715055399.9255","32225552068.9236","37804652725.0272","45232737280.4462","45227746543.4776","33975011588.1952","",
"St. Martin (French part)","MAF","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","406828316.453412","390784765.81839","489709965.754656","573919426.218314","650058848.701683","708809847.818959","661021741.76252","769049094.664523","774258143.342415","762761023.949634","914948770.593448","1054467004.68694","1293780224.84142","1624772357.67406","1532799963.55713","1871231982.01158","1709058122.90746","2242829743.93511","2178474413.69774","2346372782.37998","2700510905.09503","3121889356.88334","2917779864.61087","3343878540.59145","3640297236.71375","3810087167.01622","4601257633.49915","5162884602.29722","6451356123.62643","7608896251.32249","8735538429.45018","10856887800.4765","13389732627.2897","14725019698.2005","14388303264.8416","14329107403.4644","15486240354.54","14946702566.7934","13935131503.0191","15423118501.524","14102370266.8015","",
"Monaco","MCO","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32808000","143190000","103290000","163820000","160100000","140500000","174750000","180830000","220190000","261660000","367730000","431300000","516840000","700370000","950060000","757630000","750240000","956140000","981990000","1096070000","1101330000","936480000","",
"Madagascar","MDG","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","32280344.6144898","53846707.201052","34651661.1791994","23974397.4637572","23309920.014079","50864787.5806721","55235086.3611774","47510323.5042635","42260468.0214207","39540092.8100298","46441252.5958458","49148839.0171742","62054511.4704248","81199885.2739086","99182246.3115802","112533229.389982","129157333.952044","125059933.745968","142974659.775747","153032019.051277","183827278.993198","220602732.147134","253490816.254923","285580947.520102","308097275.240831","300026655.95124","356244821.281972","404542815.810271","467183077.878027","293111511.500001","400648519.8","420904800.44949","564598014.127634","846372408.078515","1101525143.07575","736090254.669522","961273738.414665","1160324893.172","1307692790.4281","1253470291.41052","","","",
