"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Maldives","MDV","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","5000000","5600000","31100000","52400000","58500000","59000000","56600000","56000000","60600000","61096965.3320654","66411085.3966171","70526649.7256335","86207074.5951686","100800000","107029673.073431","152681370.754701","158053324","194809399.826863","230117527.11442","286160472.088726","309271265.233611","328603658.285913","339850209.239363","345428993.817774","350954366.228259","359789415.307859","428824731.242923","504557854.944623","316734505.402969","549063082.874219","1572424033.64085","1633417077.95024","1537709247.6685","1804216249.33538","2098477458.43434","2172559017.99214","2585497452.51066","3008266693.04008","2893996900.72669","",
"Middle East & North Africa","MEA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","5824000000","5156000000","5659000000","4663000000","4567000000","5632000000","5705000000","5433000000","6527000000","7746000000","9397000000","10774000000","11926000000","12893000000","13708000000","15878470000","14509280000","16375578000","19270018000","11335403360","11407338160","13291081279","12294248224","12279521087.7087","12296797046","13632234466.1105","15697133812","15888042656","17233171653.4088","17667004628.9042","14821357012.7455","15232943180.6364","15581120219.1805","16145533568.5304","20193776824.0953","21085918440.3454","22886164659.4938","",
"Marshall Islands","MHL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8426823.29113521","8171936.97218861","7859671.8106898","7906120.40659657","8519337.70747455","7388257.49297016","8299825.28759662","8042179.86596485","8870864.07716261","10790466.8652349","","",
"Middle income","MIC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","49062187520.0063","49036918303.1005","50789162113.9113","53175177400.0543","55117691719.2001","62738214836.367","73939886734.7083","81800226255.2254","96682505206.3279","103127780873.943","120970001809.342","134616822269.274","155830501714.381","180541469637.435","203937907672.65","262397377349.192","250270247000.173","251282054352.383","279441869611.425","288015504391.4","313319454311.955","298161105942.101","386339767445.181","442465887307.544","515321559244.622","635335833316.301","748056417405.435","662549879673.454","734199788746.035","906611431029.706","951036625096.994","1002039963658.7","1098403222595.09","1073526265273.8","",
"Macedonia, FYR","MKD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263980000","189730000","310942921.975705","375336605.831462","420288712.63084","364896364.341773","358775972.985109","516187903.151295","598082666.492227","660374351.320381","737922072.834888","1034130155.64866","1240914726.7008","1086384632.25482","974711351.855598","1443267626.13803","1361379551.13647","1527390655.25901","1724045879.21426","1516253537.55813","",
"Mali","MLI","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","11571865.2309378","9709124.08913909","13920564.8126437","19498718.0720152","29146070.3093887","39047791.367256","31464889.0283191","29214294.9841974","27554279.3305289","27004966.2218103","45496739.5412049","53132215.798639","65216690.5862752","57478940.3403549","65327453.9673544","70666501.3296648","56857877.2768379","63470043.0929886","61872582.2844784","50684009.3756171","68176114.0257073","61268402.113354","61152771.9127754","59520119.294077","73613876.7236856","92202510.6138243","140384166.735422","149668243.249237","207873253.193452","226707256.93885","253512940.667891","291457033.129629","359695280.923265","443228384.516053","336392654.996526","355639353.99384","378687925.798533","311502286.198821","372267966.277397","404780840.14314","","",
"Malta","MLT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","37827844.0429372","33282957.6405343","55043881.6015435","75230555.9068455","103174947.207974","102320239.066307","125500472.897227","187605415.009139","302396296.209993","441193501.103544","394103108.287681","290918796.995987","269164584.513783","237726416.180207","260041990.479352","357258726.463083","536915989.290625","639854116.082493","627560134.005754","727533906.038579","787643951.522464","867904512.056189","899517642.83248","979757458.181856","1027548332.53856","1041318023.73639","1069032502.48315","1152941303.32231","1192587954.32009","1075650834.68964","1101276049.95636","1215303392.86821","1413197331.16887","3500393748.93124","4124613769.38302","5123778837.17598","6594363675.62508","9790025849.96916","9830686939.84978","10024742936.4968","11317124323.0153","11123050311.0575","11968240322.8449","12322815512.6778","10682544993.4001","",
"Myanmar","MMR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","23387469.2716778","34176373.8007307","24571612.8148584","36841384.3724433","47958700.1273021","69198527.1949315","76997261.1814539","56126825.9990844","56110661.0866533","62561507.278673","62256556.5899571","69089756.4176613","46943819.5012759","56578814.6207726","93472963.1886279","56023876.0110004","101661557.190959","232063858.503477","256307745.127513","349569574.34763","417108206.485586","508266268.266227","611381336.690403","701179470.367443","896120133.288792","413751060.94951","414188409.487732","259232454.61599","228324466.438917","259300865.32659","290701097.472128","312720493.201344","328161037.97874","315049787.023963","337427260.754486","726981733.424717","1182550955.31501","2678525448.93472","3102681127.1755","3799661159.79611","",
"Middle East & North Africa (excluding high income)","MNA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","12253058961.5938","11828568912.2238","10738442412.4414","11089237302.4017","11205609360.9424","11839985505.6412","12490178892.6358","11885655936.5301","12250475955.5694","12733783166.5331","14305500262.9477","17397982669.0437","15362946899.5041","19159296347.6161","20769925900.1667","24798729477.8708","26545339452.5568","27543713263.7263","30026449256.7846","32804966491.9498","32400656390.0868","32244026879.7967","34725466193.212","35965272613.8609","35632211471.6845","37228516923.6182","49532849213.5678","59740909070.4289","65026685874.3463","72648451805.5451","86949169670.3373","108575151630.354","102076587112.853","111632681370.096","109694950775.778","108612207489.218","102739884976.357","107967963438.332","98474246754.6169","",
"Montenegro","MNE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933298863.899685","1192831302.66988","1052968535.38412","1053406857.68132","1275908577.84455","1211070097.49467","1317295342.51291","1368437503.22844","1346643527.3034","",
"Mongolia","MNG","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","37300000","48500000","55300000","52600000","70100000","84200000","89000000","94300000","36400000","48100000","26500000","28500000","24600000","34500000","47300000","43100000","50200000","74800000","68548859.4817895","73810388.1378189","109259726.869214","179311370.112333","202720336.74","329031513.23","409096422.276224","482912798.237665","570524338.379872","517422767.636562","413735675.406372","479361425.734794","517542253.114074","648679617.871264","686547336.660202","606208371.41705","687659902.214772","",
"Northern Mariana Islands","MNP","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315673095.208","363822694.971004","404336376.01131","488640880.049538","543975693.326137","244899071.510538","365993008.052799","792110047.354238","645468643.757923","724851023.533452","722620716.027003","",
"Mauritania","MRT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","13177354.9015046","13837602.5190619","15289418.6036163","20124559.9783374","22378384.2675819","24981441.7875594","28491070.6582693","30307615.5369187","20232918.7828668","16974034.7945534","15411558.6690851","16107563.0252462","24567419.4057798","22907001.2069137","22263428.4957435","14030691.3620067","18536634.9722886","10399101.4257111","15330385.5360186","16645761.6831884","19311336.8695496","23472969.5261924","25353411.1862324","24422229.1982615","","","","","","","","","","","","","","127800751.147507","167530969.851354","255315935.622927","202499614.039375","",
"Mauritius","MUS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","57172576.6284153","88084280.4250472","108870689.707805","123491855.079136","132087646.351974","164828862.779261","133363378.421397","132750166.58501","124924518.735958","116432050.545805","181786340.405071","279697111.271877","343212857.831218","367677756.818137","477815852.739603","522414957.964135","573275111.976162","561309268.31756","628996067.26663","772676597.209108","955367523.335846","889194580.965945","910653887.753124","1030024514.46698","1066173140.12058","1217773580.33764","1146072188.13155","1273787447.2181","1449381382.47386","1604154284.17846","1663143376.99056","2193864042.25872","2529557843.38269","2224863156.62479","2655923077.22034","3214836150.01578","3364114498.79817","2733802250.27795","3119272043.53869","2802122872.0143","",
"Malawi","MWI","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","13400845.8001786","25600149.206519","34766517.0710636","31769656.0771818","43672556.7707468","27853857.9058804","28771752.6307774","27027409.48189","25943858.1178157","20095930.3081505","28387193.1653418","38457021.025449","30512506.8361725","36645048.1241094","38525851.1136379","28501845.7165304","29958355.8412169","26074798.5012142","24162931.3066336","36646387.4021783","38811919.7223333","31522946.5726444","49237380.8939102","34289495.1089339","43641682.6374597","49414517.2499161","49551923.0587031","52386831.1163972","64956324.6628351","62148031.3295511","69933622.1523395","71587726.1324434","74891328.7994874","75397993.6835714","80935439.786116","99869347.7519365","106015467.177266","103798890.201639","110200048.42305","",
"Malaysia","MYS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","319891430.886799","346731464.163892","337192489.019995","424168963.503655","552235315.501469","705981806.1693","1046450200.65044","1224325937.62069","1478124654.85023","1743457189.64045","1824511000.00879","1834443642.70972","1897776759.1107","2170549609.30239","2281975726.6415","2778678463.42686","3769490272.19373","4284987030.61743","4880302009.25132","6294250989.1826","9199557461.98606","11438249616.9248","14966160792.6254","15568793452.2769","11400286669.8518","11973657894.7368","13917157894.7368","14446842105.2632","14793500000","13521394736.8421","17199155263.1579","19636849542.1251","20971151205.4934","28988450885.7362","30713609868.6754","28249326863.2849","34588494497.7646","38751502035.0459","40497788699.0988","42004711004.2603","41971813274.9363","34581691588.098","",
"North America","NAC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","11944504801.4531","13035122472.637","14284077813.1677","17176211454.6567","20949287922.9054","22911632696.0588","26400318954.0258","27957595812.7929","32105389942.9319","38093368377.3077","45370650617.5332","54850335349.2879","59476578925.7017","60384784249.6687","70358156068.8422","73987853967.5554","86586973454.882","97218358971.129","113711830815.721","132324880855.578","152648071346.188","168979369820.798","180781244710.094","189196264830.279","205901907313.355","225435450237.643","246930535957.398","265332436309.876","273639957288.504","298764312507.172","321519229281.508","305168022248.332","313994515044.121","326169661704.819","379182089059.501","417668524653.588","463960367554.26","538696156494.495","589080614668.561","560903687566.457","620183769102.051","690704326546.756","722678339924.9","768652144524.25","809484786347.76","808925829201.573","",
"Namibia","NAM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105591852.575944","122984882.202863","150174569.609723","211583438.398675","244733696.03737","300930361.433493","324677048.987454","366778224.78992","315106812.074452","261854474.157657","163427987.404355","271243518.132439","258461191.53402","398534891.75516","455598249.720846","390859596.291014","505476098.564484","579313034.973782","538024484.36008","637537295.839276","664144296.520812","723129879.826714","1059292018.38213","913623351.769693","1026259441.10058","911825812.300405","",
"New Caledonia","NCL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256782352.46941","327951916.298319","378219475.430487","254377741.332987","295660463.434946","354991756.874979","389169337.796571","346102679.242882","408824620.029719","403694781.772136","386905076.557657","419951750.06343","412528139.108885","","",
"Niger","NER","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","11117358.1562052","17222481.6803999","13923386.1398991","17710051.9005299","22653965.1782141","26259669.1529428","30178026.3948635","27527177.7698043","31152785.1826279","30325452.5660565","22379793.6172104","29143288.2002444","25800888.4870021","22040579.5124228","22088431.5712147","22065256.6447317","22070426.532742","25458433.5786939","16774225.6745756","14504035.1279882","7712470.7941149","12258878.6871379","37218081.419059","37113477.2973564","34677410.7341296","31364345.013924","35117743.2421998","48488585.0568363","48223197.7899107","56660327.2820949","87674298.3788113","84378555.5661521","83769035.2043571","79235618.6151226","126235677.89353","99769944.4528226","118911230.3515","63799876.9162507","68738755.5570375","141417688.252638","","","",
"Nigeria","NGA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","462229733.281778","876789792.447467","1026477534.33289","1126593868.05079","926003609.994843","507824309.335593","401706298.633855","433122128.091359","315515973.508966","250210455.480173","224101501.762488","363679110.124973","551818904.549858","965147859.964746","886310881.922844","1052587670.55613","1162592955.30017","370885615.566467","607576119.335107","732623283.876131","786447481.202222","883688957.110327","979618358.638914","1832900491.64208","1653285983.99712","2523732376.84525","3473177526.69865","3335954548.87501","1432765181.90346","2056695468.5581","1097487425.89207","1833612249.84637","1759690063.49899","2619363166.75058","2313961800.98259","2067301412.02324","1916440596.44704","1495242823.95053","2729544156.74434","",
"Nicaragua","NIC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","73300000","63700000","49400000","41000000","41400000","36800000","35600000","34200000","39300000","29500000","29500000","37400000","16500000","34400000","50200000","50600000","71600000","93392000","121420506","146528000","186334000","221464000","255222000","268900000","296000000","302300000","354700000","416600000","493400000","499600000","625400000","802700000","813600000","848400000","1047700000","1156900000","1236800000","1302200000","1341900000","",
"Netherlands","NLD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","1835635357.78746","2038950274.76739","2214088396.1876","2469337014.78739","3812522613.65802","4474065876.95424","5936089789.0939","7469374748.73908","8736816958.2558","9082444317.84155","10192168418.0639","12306723526.6433","13897552509.2424","16690662769.1977","15193072671.9818","15061038190.1232","13259043941.8206","13002849658.243","13331387179.9203","16887772261.4329","19967220122.8432","22314476563.9634","23789586663.4787","29140093582.9446","32688145132.6819","38101329768.2978","37540083057.4822","41006597191.5244","44696884796.4224","46250458643.4076","47434089387.4278","48385230137.5185","50219715640.3932","48895795130.2035","49740975340.2902","55743647224.2731","63833019138.0552","86641119431.3723","92020191034.1159","96998907933.5566","118234614083.943","134568622218.931","126379903499.335","123930663045.944","136170016899.679","131732281993.477","142588699970.15","155280599801.635","143795919017.648","",
"Norway","NOR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","4475836904.75677","4712795277.16381","5033282416.06617","5521506703.4186","6953885838.05557","8529314521.11554","8651970321.8229","7813514141.93772","6988870824.17414","6981137147.47026","7336273840.67722","7965099252.03073","8370955942.9232","9494728742.1744","10564869550.2747","12454650710.2607","12981894689.7936","12510739331.3032","11991041888.5099","12005413033.6343","13644401759.8134","14764985842.4383","15806677805.681","15616601142.2417","16234335901.1606","17671493811.5113","18378223244.7847","19479571463.8019","21655655769.1964","25298231937.2039","29648541277.6212","31812567368.5424","37599793886.1832","42384529055.0568","35165842830.231","41206404231.5104","40882060433.9907","46466237233.1961","48574604666.4176","49299016539.515","40744706900.7734","",
"Nepal","NPL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","50352000","57784000","74078859.2402079","89666666.666667","117783333.333334","120873105.689344","119946470.520188","106697626.278383","90230330.3956139","91877092.5838653","118565541.341091","154611804.450321","161309746.688327","160613546.256759","166356942.679241","201201041.833412","209863340.705336","283730700.698743","526777427.037926","591927100.535965","679470089.208094","795121771.325951","432900222.848134","453953027.90796","409957029.899758","302714320.302851","192193635.619579","302404239.11453","355773590.137162","271395612.776266","251672519.088674","339501440.066011","494331205.848496","600245576.413353","582876388.69514","775044568.471454","768942942.032564","967849019.926103","1099028097.17808","1060298852.85158","",
"Nauru","NRU","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5187812596.21315","5220337570.46169","6381697836.42115","8012194559.67558","9501740701.41288","10049819547.6733","9739270622.80991","11490235675.5823","11693062374.668","10083958346.5435","11443500205.5116","13092493306.9337","12980425154.7835","13318928336.4474","14216807434.5222","14293892345.8214","",
"OECD members","OED","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","136618484339.548","152015950521.654","175567511863.546","215004298301.977","260569299049.529","308586320182.537","309022396167.327","307731233527.643","300200897065.78","311349474149.227","327312753645.144","393767793488.913","467407682430.318","518970063475.595","561194092033.97","687434912655.135","721529745836.042","805857853842.418","795609805075.573","856996352640.486","973479281963.93","1032939275075.92","1073122652208.55","1108577996867.23","1172549755316.37","1241845893518.46","1226112628138.49","1306842324144.25","1493792146024.32","1800442361930.96","1972792430460.27","2196858389583.28","2604803332503.6","2907137470964.88","2584879352025.97","2738305065647.23","3060988905964.63","3104706208729.5","3318634516919.71","3553726186119.27","3326378661767","",
"Oman","OMN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","7817023.76322242","7527504.36458455","8685581.95913602","8685581.95913602","11580775.9455147","14475969.9318934","14476074.6850562","14476179.4467204","13089624.8797118","13003901.1703511","13003901.1703511","58777633.289987","68140442.1326398","61378413.5240572","13003901.1703511","13003901.2549018","13003901.3394526","13003901.4240033","237200000","268800000","388100000","413300000","451800000","605981794.538362","605981794.538362","655396618.985696","736020806.241873","938881664.49935","1310793237.97139","1682704811.44343","1825747724.3173","1620286085.82575","1807542262.6788","2321956308.43776","2686982727.5593","2955397673.56531","3128582006.5399","3483416793.21423","",
"Other small states","OSS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","237887934.734967","262042085.104814","317150083.6377","476384797.630517","565491285.129367","562649620.379972","700186523.013821","671373123.920185","706130212.609221","743385297.324647","708262640.011699","827783124.894325","718745992.384879","979326945.855401","1218280518.76968","1265567422.4425","1293509592.10323","1329873555.38728","1443597311.53708","1431729639.3833","1546394808.32674","1446352642.43986","1258000000","1221000000","1244000000","1261000000","1452000000","1447000000","1716010000","2029000000","2214000000","2185000000","2517000000","2522000000","2931000000","3457000000","3205000000","3309000000","3558000000","3344000000","",
"Panama","PAN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","383000000.383","422200000.4222","520000000.52","779600000.7796","793500000.7935","847200000.8472","976400000.9764","912500000.380207","1008700000","994300000","993900000","904400000","828600000","907500000","1020700000","1029600000","1071300000","1173000000","1298900000","1391500000","1524800000","1723500000","1713500000","1925800000","1921500000","2193400000","2459000000","2699500000","3137200000","3936100000","4315400000","5125200000","5456800000","6349500000","8021100000","9243000000","10035300000","10721400000","11969345000","",
"Peru","PER","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","387900000","440300000","573900000","662600000","711000000","723000000","649000000","604100000","626000000","610920000","717940000","750250000","752940000","687000000","711000000","659000000","558553439.98","767838712.69","743622584.53","1151663605.21","1205068231.72387","1355354552.97826","1263550702.03317","1140697689.69382","1020064789.64547","1080541466.48467","1413714308.71111","1661091435.00433","1890576223.36269","2167679365.48805","2699949511.36756","3153769188.44906","3302559774.19407","3132790398.9288","3422210101.87909","4035383923.19104","5016602154.13217","5470450509.36273","5705848629.57198","",
"Philippines","PHL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","543000000","808000000","883000000","1214000000","1532000000","1523000000","1516000000","1385000000","1862000000","2130000000","1856000000","2024000000","2682000000","2897000000","3313000000","4565000000","4617000000","6749000000","9323000000","12929000000","15130000000","7465000000","5176000000","5619000000","4923000000","5575000000","5666000000","6743000000","8610874061.72","11064226221.57","13501714680.06","13054789170.87","14084130105.62","17770239990.9213","18866201247.291","20425378033.8339","23321297797.6842","25483484212.4589","29304444588.5611","",
"Palau","PLW","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69739045.6837191","68399658.8663978","75826989.0364418","85135288.8447788","82183801.9987842","81840115.2745298","99910276.164832","114651766.939247","123088900.317705","137155942.844618","","",
"Papua New Guinea","PNG","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","41115066.4667191","28180764.3331031","25998799.3813068","28372065.2328881","36284843.2066491","73692872.5017226","82183083.0293175","61573470.407918","50123204.4972743","47651557.4131209","57220581.7522928","84080313.5094149","99030001.3514063","147894034.251169","198121438.430057","266812629.655698","329198420.286937","306699893.728906","235441718.548271","321338206.836139","432151545.771475","396925752.765306","318034112.953652","247534048.856224","242662475.157798","285126754.93001","163431043.428299","221610900.354617","188919293.60532","287915684.484652","304540650.323186","313386718.524961","317915524.985911","160100563.431062","279116547.707079","386888075.165396","432798559.675272","384226401.308081","176729767.996474","109738014.637756","",
"Poland","POL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","1180000000","1385000000","1586000000","1874000000","2018000000","1913000000","1842000000","1990000000","2017000000","2104000000","2015000000","2216000000","2472000000","3201000000","3200000000","3687000000","4773000000","4201000000","6655000000","10637000000","9766000000","8916000000","10841000000","8384000000","10374000000","9773000000","10029000000","11178000000","15147000000","18118000000","22512000000","31695000000","38147000000","31299000000","35389000000","40920000000","41023000000","44625000000","48718000000","45096000000","",
"Pre-demographic dividend","PRE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4921240472.20311","5367368540.59329","5757518211.34568","5117399630.8801","5817196532.63936","6714132090.71449","7245824448.47659","7881261043.25533","8331482745.81681","8144737838.99624","8999313558.59721","10636889882.7829","11661476098.1451","13740061497.7693","12266326871.9082","16231674969.3731","17474713888.3309","20675511939.9647","20494751385.5713","24044885681.0789","27602608141.8095","29096464462.7589","30741226785.1959","31646918204.551","","",
"Puerto Rico","PRI","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","740376826.872268","622524834.697083","787517386.34296","1021800625.01742","1476909203.82137","1892327604.20697","1813961110.10803","1490001772.87867","1426514438.78926","1606446970.92879","1894681262.18937","2375011345.81578","3121394199.19139","3369044817.65072","3705332766.57161","5053700806.9792","5169985738.68328","5432639914.92829","6926459244.77359","6885920769.22483","8343565212.76101","8070685169.38312","7846547984.13345","9039649125.49218","9179821337.98963","9201587626.80163","9329020470.61211","10203437213.6571","12145660168.9569","14522999795.5372","14941507271.6916","18190078874.2713","22985447674.317","25791507910.691","22383462456.6776","22515663866.7347","26641665822.2092","25438970304.0065","29056709744.2264","30990470082.2781","27937153143.5426","",
"Paraguay","PRY","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","30100000","35700000","58400000","73300000","123600000","158100000","149600000","105400000","133800000","206500000","147700000","177000000","164400000","285900000","383900000","403700000","418800000","349700000","423600000","411200000","256400000","253900000","263300000","238200000","181900000","187630000","199930000","178312728.740581","188327024.18893","202860000","235175102.946486","276603560.168543","425001523.689996","397042030.617591","451258376.196463","573167757.828991","650394210.891387","667109210.107219","772120818.335081","823790951.827692","776896592.237432","",
"Pacific island small states","PSS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","244107844.141078","272668449.606885","288879163.733348","302894615.155778","321749204.144691","312299294.826271","335222736.102849","328199279.05464","275621665.356235","331598696.326005","483288128.639259","566111844.506616","581545911.597285","638005271.022079","671604021.390132","753782798.014498","809961662.644261","894568958.252413","965003594.815961","812125533.355391","828761082.209299","720998359.491439","702020692.167932","750060429.276068","929192730.308848","1108989954.41132","1365444193.96626","1319814041.00499","1458703858.08785","1721180823.11322","1415287283.6951","1643164586.56368","1864208715.98932","1970648908.55874","2032238833.63977","2066550320.99933","2015552708.68213","",
"Post-demographic dividend","PST","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","134237431024.012","148907056715.043","171800900212.599","210770253945.694","255137685255.124","305130077804.901","307376189268.14","307734093097.544","299543809434.884","307487291731.023","320136695601.943","387255351381.01","459827040306.269","509941948834.205","550714887857.568","677199118424.221","709537537140.311","792946481276.459","783091338212.498","843752129892.412","954669564672.597","1019618981268.72","1050055476913.27","1082637983659.94","1155965912812.27","1218663993068.63","1212376641067.2","1296588395243.36","1477681695229.22","1783796102759.1","1960261998996.14","2193067287500.82","2601503454368.29","2911372473402.2","2591315327219.52","2775814623540.53","3110338399604.61","3168164871018.63","3380924409042.71","3600821163059.05","3349576249659.7","",
"French Polynesia","PYF","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653561128.007234","806113849.457486","885442914.006787","949671475.914934","876025078.912663","977089470.226048","1003597633.72351","846689097.394359","774493104.515993","866001917.623094","845478816.368535","856521353.694164","934003656.692857","","",
"Qatar","QAT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5580219780.21978","8851373626.37363","10294368131.8682","12774725274.7252","14102747252.7472","",
"Romania","ROU","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","280000000","265000000","338000000","419000000","471000000","508000000","498000000","706000000","830000000","1063000000","1095000000","825000000","727000000","840000000","746000000","681000000","770000000","850000000","834000000","610000000","680000000","659000000","799000000","1028000000","1485000000","1561000000","1519000000","1307000000","1355000000","1735000000","2033000000","2389000000","3052000000","3718000000","9641786971.9585","12241860536.3716","13045871679.376","16317954681.4639","11758602889.7887","10348272832.1981","12038389329.8256","12608107298.3816","17736715133.0806","19922440676.7057","18376277754.6203","",
"Russian Federation","RUS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8423800000","10567340000","13281400000","14079740000","12505030000","11094960000","11300380000","12493680000","14956750000","18284900000","22843780000","28615810000","35481960000","43563020000","56531200000","45356810000","48644230000","57344710000","61464800000","69110930000","64817970000","50935500000","",
